resume_id,full_name,age,city,profession,profession_category,experience_years,experience_level,work_experience,skills,salary,education,languages,job_expectations,created_date,ml_text
5089,Морозов Валерий Вадимович,24,Москва,HR менеджер,Management,3,Middle,"Junior HR менеджер в Газпром (2022-11 - настоящее время): Управление командой, Переговоры | Старший HR менеджер в Яндекс (2022-11 - 2025-08): Управление командой, Планирование проектов","Подбор персонала, Onboarding, HR аналитика",122890,Среднее специальное,"Русский (родной), Английский (B1)","Гибкий график, Интересные проекты",2025-11-23,"Кандидат: Морозов Валерий Вадимович. Профессия: HR менеджер. Опыт: 3 лет (Middle). Навыки: Подбор персонала, Onboarding, HR аналитика. Опыт работы: Junior HR менеджер в Газпром (2022-11 - настоящее время): Управление командой, Переговоры | Старший HR менеджер в Яндекс (2022-11 - 2025-08): Управление командой, Планирование проектов. Образование: Среднее специальное. Ожидания: Гибкий график, Интересные проекты. Город: Москва"
5090,Лебедев Виктор Валерьевич,27,Санкт-Петербург,UX/UI дизайнер,Design,7,Senior,"UX/UI дизайнер в Яндекс (2018-11 - настоящее время): Разработка интерфейсов, Прототипирование | UX/UI дизайнер в Сбербанк (2020-11 - 2025-10): Разработка интерфейсов, Прототипирование","User Research, Figma, Wireframing",238079,Среднее специальное,Русский (родной),"Гибкий график, Интересные проекты",2024-07-07,"Кандидат: Лебедев Виктор Валерьевич. Профессия: UX/UI дизайнер. Опыт: 7 лет (Senior). Навыки: User Research, Figma, Wireframing. Опыт работы: UX/UI дизайнер в Яндекс (2018-11 - настоящее время): Разработка интерфейсов, Прототипирование | UX/UI дизайнер в Сбербанк (2020-11 - 2025-10): Разработка интерфейсов, Прототипирование. Образование: Среднее специальное. Ожидания: Гибкий график, Интересные проекты. Город: Санкт-Петербург"
5091,Петров Александр Андреевич,29,Москва,Графический дизайнер,Design,2,Junior,"Младший Графический дизайнер в Сбербанк (2023-11 - настоящее время): Создание дизайнов, Прототипирование | Старший Графический дизайнер в Газпром (2023-11 - 2025-08): Создание дизайнов, Разработка интерфейсов","Illustrator, Брендинг, Adobe Photoshop",110938,Высшее,"Русский (родной), Английский (B2)","Интересные проекты, Гибкий график",2024-04-03,"Кандидат: Петров Александр Андреевич. Профессия: Графический дизайнер. Опыт: 2 лет (Junior). Навыки: Illustrator, Брендинг, Adobe Photoshop. Опыт работы: Младший Графический дизайнер в Сбербанк (2023-11 - настоящее время): Создание дизайнов, Прототипирование | Старший Графический дизайнер в Газпром (2023-11 - 2025-08): Создание дизайнов, Разработка интерфейсов. Образование: Высшее. Ожидания: Интересные проекты, Гибкий график. Город: Москва"
5092,Новиков Андрей Андреевич,31,Екатеринбург,JavaScript разработчик,IT,1,Junior,"Младший JavaScript разработчик в Яндекс (2024-11 - настоящее время): Оптимизация баз данных, Разработка приложений","Vue, JavaScript, HTML/CSS",101775,Среднее специальное,"Русский (родной), Английский (B1)","Профессиональный рост, Интересные проекты",2025-08-12,"Кандидат: Новиков Андрей Андреевич. Профессия: JavaScript разработчик. Опыт: 1 лет (Junior). Навыки: Vue, JavaScript, HTML/CSS. Опыт работы: Младший JavaScript разработчик в Яндекс (2024-11 - настоящее время): Оптимизация баз данных, Разработка приложений. Образование: Среднее специальное. Ожидания: Профессиональный рост, Интересные проекты. Город: Екатеринбург"
5093,Новиков Валентин Андреевич,32,Санкт-Петербург,Экономист,Finance,3,Middle,"Младший Экономист в ВТБ (2022-11 - настоящее время): Ведение учета, Анализ показателей | Старший Экономист в ВТБ (2022-11 - 2025-08): Анализ показателей, Финансовая отчетность","Статистика, Экономический анализ, Excel",236706,Среднее специальное,"Русский (родной), Английский (B2)","Конкурентная зарплата, Профессиональный рост",2025-07-18,"Кандидат: Новиков Валентин Андреевич. Профессия: Экономист. Опыт: 3 лет (Middle). Навыки: Статистика, Экономический анализ, Excel. Опыт работы: Младший Экономист в ВТБ (2022-11 - настоящее время): Ведение учета, Анализ показателей | Старший Экономист в ВТБ (2022-11 - 2025-08): Анализ показателей, Финансовая отчетность. Образование: Среднее специальное. Ожидания: Конкурентная зарплата, Профессиональный рост. Город: Санкт-Петербург"
5094,Смирнов Борис Валентинович,31,Новосибирск,Финансовый аналитик,Finance,2,Junior,"Младший Финансовый аналитик в Газпром (2023-11 - настоящее время): Финансовая отчетность, Анализ показателей | Старший Финансовый аналитик в Газпром (2023-11 - 2025-09): Ведение учета, Анализ показателей","Финансовый анализ, Excel, Финансовое моделирование",77122,Среднее специальное,"Русский (родной), Английский (B1)","Конкурентная зарплата, Гибкий график",2024-06-26,"Кандидат: Смирнов Борис Валентинович. Профессия: Финансовый аналитик. Опыт: 2 лет (Junior). Навыки: Финансовый анализ, Excel, Финансовое моделирование. Опыт работы: Младший Финансовый аналитик в Газпром (2023-11 - настоящее время): Финансовая отчетность, Анализ показателей | Старший Финансовый аналитик в Газпром (2023-11 - 2025-09): Ведение учета, Анализ показателей. Образование: Среднее специальное. Ожидания: Конкурентная зарплата, Гибкий график. Город: Новосибирск"
5095,Иванова Анастасия Валерьевна,35,Новосибирск,Веб-дизайнер,Design,5,Middle,"Веб-дизайнер в Сбербанк (2020-11 - настоящее время): Создание дизайнов, Прототипирование | Веб-дизайнер в ВТБ (2021-11 - 2025-07): Создание дизайнов, Прототипирование","Prototyping, Figma, UI/UX",143127,Высшее,Русский (родной),"Гибкий график, Интересные проекты",2023-12-27,"Кандидат: Иванова Анастасия Валерьевна. Профессия: Веб-дизайнер. Опыт: 5 лет (Middle). Навыки: Prototyping, Figma, UI/UX. Опыт работы: Веб-дизайнер в Сбербанк (2020-11 - настоящее время): Создание дизайнов, Прототипирование | Веб-дизайнер в ВТБ (2021-11 - 2025-07): Создание дизайнов, Прототипирование. Образование: Высшее. Ожидания: Гибкий график, Интересные проекты. Город: Новосибирск"
5096,Морозова Анна Валерьевна,24,Екатеринбург,Инженер-проектировщик,Other,4,Middle,"Junior Инженер-проектировщик в Газпром (2021-11 - настоящее время): Поддержка пользователей, Консультирование клиентов | Инженер-проектировщик в Сбербанк (2022-11 - 2025-08): Поддержка пользователей, Анализ данных","AutoCAD, Черчение, Проектирование",238657,Высшее,"Русский (родной), Английский (B2)","Профессиональный рост, Конкурентная зарплата",2024-03-14,"Кандидат: Морозова Анна Валерьевна. Профессия: Инженер-проектировщик. Опыт: 4 лет (Middle). Навыки: AutoCAD, Черчение, Проектирование. Опыт работы: Junior Инженер-проектировщик в Газпром (2021-11 - настоящее время): Поддержка пользователей, Консультирование клиентов | Инженер-проектировщик в Сбербанк (2022-11 - 2025-08): Поддержка пользователей, Анализ данных. Образование: Высшее. Ожидания: Профессиональный рост, Конкурентная зарплата. Город: Екатеринбург"
5097,Новикова Ангелина Алексеевна,34,Екатеринбург,Бухгалтер,Finance,5,Middle,"Junior Бухгалтер в Сбербанк (2020-11 - настоящее время): Анализ показателей, Ведение учета | Старший Бухгалтер в Сбербанк (2021-11 - 2025-07): Финансовая отчетность, Ведение учета","1С, Налоги, Бухгалтерский учет",134345,Среднее специальное,Русский (родной),"Конкурентная зарплата, Гибкий график",2025-11-23,"Кандидат: Новикова Ангелина Алексеевна. Профессия: Бухгалтер. Опыт: 5 лет (Middle). Навыки: 1С, Налоги, Бухгалтерский учет. Опыт работы: Junior Бухгалтер в Сбербанк (2020-11 - настоящее время): Анализ показателей, Ведение учета | Старший Бухгалтер в Сбербанк (2021-11 - 2025-07): Финансовая отчетность, Ведение учета. Образование: Среднее специальное. Ожидания: Конкурентная зарплата, Гибкий график. Город: Екатеринбург"
5098,Петров Вадим Артемович,31,Казань,Проектный менеджер,Management,6,Senior,"Младший Проектный менеджер в Газпром (2019-11 - настоящее время): Планирование проектов, Управление командой | Старший Проектный менеджер в Тинькофф (2019-11 - 2025-08): Управление командой, Планирование проектов","Управление проектами, Scrum, JIRA",375529,Высшее,"Русский (родной), Английский (B1)","Гибкий график, Интересные проекты",2024-04-16,"Кандидат: Петров Вадим Артемович. Профессия: Проектный менеджер. Опыт: 6 лет (Senior). Навыки: Управление проектами, Scrum, JIRA. Опыт работы: Младший Проектный менеджер в Газпром (2019-11 - настоящее время): Планирование проектов, Управление командой | Старший Проектный менеджер в Тинькофф (2019-11 - 2025-08): Управление командой, Планирование проектов. Образование: Высшее. Ожидания: Гибкий график, Интересные проекты. Город: Казань"
5099,Смирнов Александр Артемович,37,Казань,Графический дизайнер,Design,7,Senior,"Junior Графический дизайнер в Тинькофф (2018-11 - настоящее время): Разработка интерфейсов, Прототипирование | Графический дизайнер в ВТБ (2023-11 - 2025-08): Разработка интерфейсов, Прототипирование","Adobe Photoshop, Брендинг, Illustrator",243264,Высшее,Русский (родной),"Гибкий график, Профессиональный рост",2025-03-10,"Кандидат: Смирнов Александр Артемович. Профессия: Графический дизайнер. Опыт: 7 лет (Senior). Навыки: Adobe Photoshop, Брендинг, Illustrator. Опыт работы: Junior Графический дизайнер в Тинькофф (2018-11 - настоящее время): Разработка интерфейсов, Прототипирование | Графический дизайнер в ВТБ (2023-11 - 2025-08): Разработка интерфейсов, Прототипирование. Образование: Высшее. Ожидания: Гибкий график, Профессиональный рост. Город: Казань"
5100,Петров Виктор Васильевич,26,Новосибирск,Проектный менеджер,Management,3,Middle,"Младший Проектный менеджер в Яндекс (2022-11 - настоящее время): Планирование проектов, Переговоры | Проектный менеджер в Газпром (2022-11 - 2025-08): Переговоры, Управление командой","Управление проектами, JIRA, Scrum",140263,Высшее,Русский (родной),"Профессиональный рост, Интересные проекты",2024-04-29,"Кандидат: Петров Виктор Васильевич. Профессия: Проектный менеджер. Опыт: 3 лет (Middle). Навыки: Управление проектами, JIRA, Scrum. Опыт работы: Младший Проектный менеджер в Яндекс (2022-11 - настоящее время): Планирование проектов, Переговоры | Проектный менеджер в Газпром (2022-11 - 2025-08): Переговоры, Управление командой. Образование: Высшее. Ожидания: Профессиональный рост, Интересные проекты. Город: Новосибирск"
5101,Сидоров Андрей Валентинович,35,Екатеринбург,Финансовый аналитик,Finance,7,Senior,"Финансовый аналитик в Газпром (2018-11 - настоящее время): Анализ показателей, Финансовая отчетность | Старший Финансовый аналитик в Сбербанк (2018-11 - 2025-10): Финансовая отчетность, Анализ показателей","Финансовый анализ, Финансовое моделирование, Excel",339754,Среднее специальное,"Русский (родной), Английский (B2)","Гибкий график, Конкурентная зарплата",2024-12-03,"Кандидат: Сидоров Андрей Валентинович. Профессия: Финансовый аналитик. Опыт: 7 лет (Senior). Навыки: Финансовый анализ, Финансовое моделирование, Excel. Опыт работы: Финансовый аналитик в Газпром (2018-11 - настоящее время): Анализ показателей, Финансовая отчетность | Старший Финансовый аналитик в Сбербанк (2018-11 - 2025-10): Финансовая отчетность, Анализ показателей. Образование: Среднее специальное. Ожидания: Гибкий график, Конкурентная зарплата. Город: Екатеринбург"
5102,Кузнецов Вадим Валерьевич,25,Новосибирск,Аналитик данных,Other,2,Junior,"Аналитик данных в Газпром (2023-11 - настоящее время): Поддержка пользователей, Анализ данных | Аналитик данных в Тинькофф (2023-11 - 2025-09): Консультирование клиентов, Поддержка пользователей","Excel, SQL, Python",108366,Среднее специальное,Русский (родной),"Профессиональный рост, Конкурентная зарплата",2024-06-06,"Кандидат: Кузнецов Вадим Валерьевич. Профессия: Аналитик данных. Опыт: 2 лет (Junior). Навыки: Excel, SQL, Python. Опыт работы: Аналитик данных в Газпром (2023-11 - настоящее время): Поддержка пользователей, Анализ данных | Аналитик данных в Тинькофф (2023-11 - 2025-09): Консультирование клиентов, Поддержка пользователей. Образование: Среднее специальное. Ожидания: Профессиональный рост, Конкурентная зарплата. Город: Новосибирск"
5103,Лебедев Валентин Борисович,29,Казань,JavaScript разработчик,IT,4,Middle,"JavaScript разработчик в Газпром (2021-11 - настоящее время): Оптимизация баз данных, Разработка приложений | Старший JavaScript разработчик в Газпром (2022-11 - 2025-07): Оптимизация баз данных, Тестирование ПО","Vue, JavaScript, HTML/CSS",227563,Среднее специальное,"Русский (родной), Английский (B1)","Гибкий график, Интересные проекты",2025-06-01,"Кандидат: Лебедев Валентин Борисович. Профессия: JavaScript разработчик. Опыт: 4 лет (Middle). Навыки: Vue, JavaScript, HTML/CSS. Опыт работы: JavaScript разработчик в Газпром (2021-11 - настоящее время): Оптимизация баз данных, Разработка приложений | Старший JavaScript разработчик в Газпром (2022-11 - 2025-07): Оптимизация баз данных, Тестирование ПО. Образование: Среднее специальное. Ожидания: Гибкий график, Интересные проекты. Город: Казань"
5104,Козлов Александр Валентинович,24,Новосибирск,Инженер-проектировщик,Other,1,Junior,"Инженер-проектировщик в Яндекс (2024-11 - настоящее время): Поддержка пользователей, Анализ данных","Проектирование, AutoCAD, Черчение",103436,Среднее специальное,"Русский (родной), Английский (B2)","Конкурентная зарплата, Профессиональный рост",2024-10-15,"Кандидат: Козлов Александр Валентинович. Профессия: Инженер-проектировщик. Опыт: 1 лет (Junior). Навыки: Проектирование, AutoCAD, Черчение. Опыт работы: Инженер-проектировщик в Яндекс (2024-11 - настоящее время): Поддержка пользователей, Анализ данных. Образование: Среднее специальное. Ожидания: Конкурентная зарплата, Профессиональный рост. Город: Новосибирск"
5105,Лебедев Виктор Андреевич,25,Москва,Бухгалтер,Finance,5,Middle,"Младший Бухгалтер в Тинькофф (2020-11 - настоящее время): Ведение учета, Анализ показателей | Бухгалтер в ВТБ (2023-11 - 2025-08): Анализ показателей, Финансовая отчетность","Налоги, 1С, Бухгалтерский учет",153086,Среднее специальное,"Русский (родной), Английский (B2)","Профессиональный рост, Интересные проекты",2024-01-15,"Кандидат: Лебедев Виктор Андреевич. Профессия: Бухгалтер. Опыт: 5 лет (Middle). Навыки: Налоги, 1С, Бухгалтерский учет. Опыт работы: Младший Бухгалтер в Тинькофф (2020-11 - настоящее время): Ведение учета, Анализ показателей | Бухгалтер в ВТБ (2023-11 - 2025-08): Анализ показателей, Финансовая отчетность. Образование: Среднее специальное. Ожидания: Профессиональный рост, Интересные проекты. Город: Москва"
5106,Смирнова Валерия Артемовна,31,Новосибирск,Data Scientist,IT,6,Senior,"Data Scientist в Сбербанк (2019-11 - настоящее время): Оптимизация баз данных, Тестирование ПО | Старший Data Scientist в Сбербанк (2023-11 - 2025-08): Оптимизация баз данных, Тестирование ПО","Python, Pandas, SQL",378495,Среднее специальное,Русский (родной),"Гибкий график, Интересные проекты",2024-08-07,"Кандидат: Смирнова Валерия Артемовна. Профессия: Data Scientist. Опыт: 6 лет (Senior). Навыки: Python, Pandas, SQL. Опыт работы: Data Scientist в Сбербанк (2019-11 - настоящее время): Оптимизация баз данных, Тестирование ПО | Старший Data Scientist в Сбербанк (2023-11 - 2025-08): Оптимизация баз данных, Тестирование ПО. Образование: Среднее специальное. Ожидания: Гибкий график, Интересные проекты. Город: Новосибирск"
5107,Лебедев Артем Валерьевич,27,Санкт-Петербург,Графический дизайнер,Design,1,Junior,"Младший Графический дизайнер в Газпром (2024-11 - настоящее время): Прототипирование, Создание дизайнов","Adobe Photoshop, Illustrator, Брендинг",119814,Среднее специальное,"Русский (родной), Английский (B2)","Интересные проекты, Гибкий график",2024-01-04,"Кандидат: Лебедев Артем Валерьевич. Профессия: Графический дизайнер. Опыт: 1 лет (Junior). Навыки: Adobe Photoshop, Illustrator, Брендинг. Опыт работы: Младший Графический дизайнер в Газпром (2024-11 - настоящее время): Прототипирование, Создание дизайнов. Образование: Среднее специальное. Ожидания: Интересные проекты, Гибкий график. Город: Санкт-Петербург"
5108,Морозова Ангелина Васильевна,33,Екатеринбург,JavaScript разработчик,IT,3,Middle,"Junior JavaScript разработчик в Сбербанк (2022-11 - настоящее время): Оптимизация баз данных, Разработка приложений | Старший JavaScript разработчик в Сбербанк (2022-11 - 2025-10): Оптимизация баз данных, Разработка приложений","HTML/CSS, JavaScript, React",203216,Высшее,"Русский (родной), Английский (B2)","Профессиональный рост, Интересные проекты",2025-02-07,"Кандидат: Морозова Ангелина Васильевна. Профессия: JavaScript разработчик. Опыт: 3 лет (Middle). Навыки: HTML/CSS, JavaScript, React. Опыт работы: Junior JavaScript разработчик в Сбербанк (2022-11 - настоящее время): Оптимизация баз данных, Разработка приложений | Старший JavaScript разработчик в Сбербанк (2022-11 - 2025-10): Оптимизация баз данных, Разработка приложений. Образование: Высшее. Ожидания: Профессиональный рост, Интересные проекты. Город: Екатеринбург"
5109,Смирнов Алексей Андреевич,23,Новосибирск,Инженер-проектировщик,Other,2,Junior,"Junior Инженер-проектировщик в ВТБ (2023-11 - настоящее время): Анализ данных, Поддержка пользователей | Старший Инженер-проектировщик в Газпром (2023-11 - 2025-07): Анализ данных, Консультирование клиентов","Проектирование, AutoCAD, Черчение",76256,Среднее специальное,"Русский (родной), Английский (B2)","Интересные проекты, Гибкий график",2024-06-25,"Кандидат: Смирнов Алексей Андреевич. Профессия: Инженер-проектировщик. Опыт: 2 лет (Junior). Навыки: Проектирование, AutoCAD, Черчение. Опыт работы: Junior Инженер-проектировщик в ВТБ (2023-11 - настоящее время): Анализ данных, Поддержка пользователей | Старший Инженер-проектировщик в Газпром (2023-11 - 2025-07): Анализ данных, Консультирование клиентов. Образование: Среднее специальное. Ожидания: Интересные проекты, Гибкий график. Город: Новосибирск"
5110,Новиков Александр Валерьевич,28,Екатеринбург,Консультант,Other,2,Junior,"Консультант в Газпром (2023-11 - настоящее время): Консультирование клиентов, Поддержка пользователей | Консультант в ВТБ (2023-11 - 2025-07): Консультирование клиентов, Поддержка пользователей","Аналитическое мышление, Консалтинг, Презентации",118570,Среднее специальное,"Русский (родной), Английский (B2)","Гибкий график, Конкурентная зарплата",2025-03-07,"Кандидат: Новиков Александр Валерьевич. Профессия: Консультант. Опыт: 2 лет (Junior). Навыки: Аналитическое мышление, Консалтинг, Презентации. Опыт работы: Консультант в Газпром (2023-11 - настоящее время): Консультирование клиентов, Поддержка пользователей | Консультант в ВТБ (2023-11 - 2025-07): Консультирование клиентов, Поддержка пользователей. Образование: Среднее специальное. Ожидания: Гибкий график, Конкурентная зарплата. Город: Екатеринбург"
5111,Морозова Ангелина Артемовна,24,Санкт-Петербург,UX/UI дизайнер,Design,4,Middle,"Junior UX/UI дизайнер в Яндекс (2021-11 - настоящее время): Разработка интерфейсов, Прототипирование | Старший UX/UI дизайнер в Тинькофф (2021-11 - 2025-07): Разработка интерфейсов, Создание дизайнов","User Research, Figma, Wireframing",176697,Высшее,Русский (родной),"Профессиональный рост, Гибкий график",2023-12-04,"Кандидат: Морозова Ангелина Артемовна. Профессия: UX/UI дизайнер. Опыт: 4 лет (Middle). Навыки: User Research, Figma, Wireframing. Опыт работы: Junior UX/UI дизайнер в Яндекс (2021-11 - настоящее время): Разработка интерфейсов, Прототипирование | Старший UX/UI дизайнер в Тинькофф (2021-11 - 2025-07): Разработка интерфейсов, Создание дизайнов. Образование: Высшее. Ожидания: Профессиональный рост, Гибкий график. Город: Санкт-Петербург"
5112,Новиков Валентин Андреевич,37,Новосибирск,HR менеджер,Management,7,Senior,"Junior HR менеджер в Яндекс (2018-11 - настоящее время): Переговоры, Управление командой | Старший HR менеджер в Яндекс (2022-11 - 2025-07): Планирование проектов, Управление командой","Onboarding, Подбор персонала, HR аналитика",344373,Среднее специальное,Русский (родной),"Интересные проекты, Конкурентная зарплата",2025-05-15,"Кандидат: Новиков Валентин Андреевич. Профессия: HR менеджер. Опыт: 7 лет (Senior). Навыки: Onboarding, Подбор персонала, HR аналитика. Опыт работы: Junior HR менеджер в Яндекс (2018-11 - настоящее время): Переговоры, Управление командой | Старший HR менеджер в Яндекс (2022-11 - 2025-07): Планирование проектов, Управление командой. Образование: Среднее специальное. Ожидания: Интересные проекты, Конкурентная зарплата. Город: Новосибирск"
5113,Морозова Ангелина Андреевна,24,Москва,Консультант,Other,2,Junior,"Консультант в Тинькофф (2023-11 - настоящее время): Консультирование клиентов, Поддержка пользователей | Старший Консультант в Газпром (2023-11 - 2025-10): Анализ данных, Поддержка пользователей","Презентации, Аналитическое мышление, Консалтинг",114065,Высшее,Русский (родной),"Конкурентная зарплата, Гибкий график",2024-03-22,"Кандидат: Морозова Ангелина Андреевна. Профессия: Консультант. Опыт: 2 лет (Junior). Навыки: Презентации, Аналитическое мышление, Консалтинг. Опыт работы: Консультант в Тинькофф (2023-11 - настоящее время): Консультирование клиентов, Поддержка пользователей | Старший Консультант в Газпром (2023-11 - 2025-10): Анализ данных, Поддержка пользователей. Образование: Высшее. Ожидания: Конкурентная зарплата, Гибкий график. Город: Москва"
5114,Иванова Александра Вадимовна,27,Москва,Бухгалтер,Finance,6,Senior,"Junior Бухгалтер в ВТБ (2019-11 - настоящее время): Ведение учета, Анализ показателей | Старший Бухгалтер в Газпром (2023-11 - 2025-10): Финансовая отчетность, Ведение учета","1С, Бухгалтерский учет, Налоги",223170,Высшее,Русский (родной),"Конкурентная зарплата, Интересные проекты",2025-03-10,"Кандидат: Иванова Александра Вадимовна. Профессия: Бухгалтер. Опыт: 6 лет (Senior). Навыки: 1С, Бухгалтерский учет, Налоги. Опыт работы: Junior Бухгалтер в ВТБ (2019-11 - настоящее время): Ведение учета, Анализ показателей | Старший Бухгалтер в Газпром (2023-11 - 2025-10): Финансовая отчетность, Ведение учета. Образование: Высшее. Ожидания: Конкурентная зарплата, Интересные проекты. Город: Москва"
5115,Смирнова Валентина Артемовна,30,Санкт-Петербург,UX/UI дизайнер,Design,5,Middle,"UX/UI дизайнер в Яндекс (2020-11 - настоящее время): Создание дизайнов, Прототипирование | Старший UX/UI дизайнер в ВТБ (2022-11 - 2025-10): Разработка интерфейсов, Создание дизайнов","User Research, Figma, Wireframing",127371,Среднее специальное,Русский (родной),"Интересные проекты, Конкурентная зарплата",2025-06-19,"Кандидат: Смирнова Валентина Артемовна. Профессия: UX/UI дизайнер. Опыт: 5 лет (Middle). Навыки: User Research, Figma, Wireframing. Опыт работы: UX/UI дизайнер в Яндекс (2020-11 - настоящее время): Создание дизайнов, Прототипирование | Старший UX/UI дизайнер в ВТБ (2022-11 - 2025-10): Разработка интерфейсов, Создание дизайнов. Образование: Среднее специальное. Ожидания: Интересные проекты, Конкурентная зарплата. Город: Санкт-Петербург"
5116,Смирнов Валентин Алексеевич,24,Новосибирск,Веб-дизайнер,Design,3,Middle,"Младший Веб-дизайнер в Газпром (2022-11 - настоящее время): Разработка интерфейсов, Прототипирование | Старший Веб-дизайнер в Сбербанк (2022-11 - 2025-07): Прототипирование, Создание дизайнов","Prototyping, UI/UX, Figma",213455,Среднее специальное,Русский (родной),"Интересные проекты, Профессиональный рост",2024-05-04,"Кандидат: Смирнов Валентин Алексеевич. Профессия: Веб-дизайнер. Опыт: 3 лет (Middle). Навыки: Prototyping, UI/UX, Figma. Опыт работы: Младший Веб-дизайнер в Газпром (2022-11 - настоящее время): Разработка интерфейсов, Прототипирование | Старший Веб-дизайнер в Сбербанк (2022-11 - 2025-07): Прототипирование, Создание дизайнов. Образование: Среднее специальное. Ожидания: Интересные проекты, Профессиональный рост. Город: Новосибирск"
5117,Иванов Борис Вадимович,26,Санкт-Петербург,Бухгалтер,Finance,5,Middle,"Junior Бухгалтер в Газпром (2020-11 - настоящее время): Финансовая отчетность, Ведение учета | Старший Бухгалтер в ВТБ (2020-11 - 2025-07): Финансовая отчетность, Ведение учета","Налоги, 1С, Бухгалтерский учет",126416,Высшее,Русский (родной),"Интересные проекты, Конкурентная зарплата",2025-06-24,"Кандидат: Иванов Борис Вадимович. Профессия: Бухгалтер. Опыт: 5 лет (Middle). Навыки: Налоги, 1С, Бухгалтерский учет. Опыт работы: Junior Бухгалтер в Газпром (2020-11 - настоящее время): Финансовая отчетность, Ведение учета | Старший Бухгалтер в ВТБ (2020-11 - 2025-07): Финансовая отчетность, Ведение учета. Образование: Высшее. Ожидания: Интересные проекты, Конкурентная зарплата. Город: Санкт-Петербург"
5118,Иванов Андрей Валерьевич,29,Москва,HR менеджер,Management,5,Middle,"Junior HR менеджер в Яндекс (2020-11 - настоящее время): Переговоры, Планирование проектов | Старший HR менеджер в Сбербанк (2020-11 - 2025-08): Планирование проектов, Управление командой","Onboarding, Подбор персонала, HR аналитика",124063,Высшее,"Русский (родной), Английский (B2)","Профессиональный рост, Гибкий график",2025-09-12,"Кандидат: Иванов Андрей Валерьевич. Профессия: HR менеджер. Опыт: 5 лет (Middle). Навыки: Onboarding, Подбор персонала, HR аналитика. Опыт работы: Junior HR менеджер в Яндекс (2020-11 - настоящее время): Переговоры, Планирование проектов | Старший HR менеджер в Сбербанк (2020-11 - 2025-08): Планирование проектов, Управление командой. Образование: Высшее. Ожидания: Профессиональный рост, Гибкий график. Город: Москва"
5119,Новиков Валентин Вадимович,30,Москва,Data Scientist,IT,3,Middle,"Data Scientist в Газпром (2022-11 - настоящее время): Тестирование ПО, Разработка приложений | Старший Data Scientist в Тинькофф (2022-11 - 2025-09): Тестирование ПО, Оптимизация баз данных","SQL, Machine Learning, Python",205016,Высшее,"Русский (родной), Английский (B2)","Конкурентная зарплата, Профессиональный рост",2025-06-24,"Кандидат: Новиков Валентин Вадимович. Профессия: Data Scientist. Опыт: 3 лет (Middle). Навыки: SQL, Machine Learning, Python. Опыт работы: Data Scientist в Газпром (2022-11 - настоящее время): Тестирование ПО, Разработка приложений | Старший Data Scientist в Тинькофф (2022-11 - 2025-09): Тестирование ПО, Оптимизация баз данных. Образование: Высшее. Ожидания: Конкурентная зарплата, Профессиональный рост. Город: Москва"
5120,Морозова Валентина Валерьевна,29,Новосибирск,Продуктовый менеджер,Management,4,Middle,"Младший Продуктовый менеджер в Тинькофф (2021-11 - настоящее время): Переговоры, Управление командой | Старший Продуктовый менеджер в Тинькофф (2021-11 - 2025-09): Переговоры, Планирование проектов","SQL, Analytics, Product Management",245024,Среднее специальное,"Русский (родной), Английский (B2)","Гибкий график, Конкурентная зарплата",2025-09-03,"Кандидат: Морозова Валентина Валерьевна. Профессия: Продуктовый менеджер. Опыт: 4 лет (Middle). Навыки: SQL, Analytics, Product Management. Опыт работы: Младший Продуктовый менеджер в Тинькофф (2021-11 - настоящее время): Переговоры, Управление командой | Старший Продуктовый менеджер в Тинькофф (2021-11 - 2025-09): Переговоры, Планирование проектов. Образование: Среднее специальное. Ожидания: Гибкий график, Конкурентная зарплата. Город: Новосибирск"
5121,Петров Андрей Артемович,28,Москва,Финансовый аналитик,Finance,4,Middle,"Junior Финансовый аналитик в Яндекс (2021-11 - настоящее время): Анализ показателей, Ведение учета | Финансовый аналитик в Тинькофф (2023-11 - 2025-08): Анализ показателей, Ведение учета","Финансовое моделирование, Финансовый анализ, Excel",162822,Среднее специальное,"Русский (родной), Английский (B1)","Гибкий график, Конкурентная зарплата",2025-11-09,"Кандидат: Петров Андрей Артемович. Профессия: Финансовый аналитик. Опыт: 4 лет (Middle). Навыки: Финансовое моделирование, Финансовый анализ, Excel. Опыт работы: Junior Финансовый аналитик в Яндекс (2021-11 - настоящее время): Анализ показателей, Ведение учета | Финансовый аналитик в Тинькофф (2023-11 - 2025-08): Анализ показателей, Ведение учета. Образование: Среднее специальное. Ожидания: Гибкий график, Конкурентная зарплата. Город: Москва"
